UAI_GES;UAI_COMPOSANTE;LIB_COMPOSANTE;LIB_INS;UAI_AFF;LIB_AFF;CODECOMMUNE;LIBCOMMUNE;CODEPOSTAL;ACADÉMIE;MINISTERETUTELLE;LIBMINISTERE;TYPEETA;CODEFORMATION;LIBFORMATION;CODESPÉCIALITÉ;LIBSPÉCIALITÉ;CODESPÉFORMATIONINITIALE;CODEMEF
0573781A;0573781A;Institut des sciences de l'environnement et de la qualité de Saint-Avold;;0573781A;Institut des sciences de l'environnement et de la qualité de Saint-Avold;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1485;Métiers des Services à l'environnement - en apprentissage;485;3113430421
0573766J;0573766J;Institut Français des Affaires;;0573766J;Institut Français des Affaires;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0570311D;0570311D;Lycée De La Salle;;0570311D;Lycée De La Salle;57463;Metz;57070;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11420;Support à l'action managériale - en apprentissage;10420;3113240921
0573773S;0573773S;Négociance Business School;;0573773S;Négociance Business School;57463;Metz;57070;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0570311D;0570311D;Lycée De La Salle;;0570311D;Lycée De La Salle;57463;Metz;57070;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0570311D;0570311D;Lycée De La Salle;;0570311D;Lycée De La Salle;57463;Metz;57070;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0573727S;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0573782B;0573782B;Ecole supérieure d'informatique Metz;;0573782B;Ecole supérieure d'informatique Metz;57463;Metz;57070;Nancy-Metz;38;Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation;Lycée à classe postbac;43;BTS - Services;1458;Services informatiques aux organisations - en apprentissage;458;3113260921
0573727S;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;;0573727S;institut de formation à l'informatique pour le développement de l'entreprise et des collectivités Metz;57463;Metz;57000;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0573778X;0573778X;Vidal Formation Lorraine Privé;;0573778X;Vidal Formation Lorraine Privé;57463;Metz;57070;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1346;Notariat - en apprentissage;346;3113450121
0570175F;0570175F;I.U.T de Metz - Université de Lorraine;;0570175F;I.U.T de Metz - Université de Lorraine;57463;Metz;57045;Nancy-Metz;38;Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation;I.U.T;52;DUT - Service;1547;Techniques de commercialisation - en apprentissage;547;
0570175F;0570175F;I.U.T de Metz - Université de Lorraine;;0570175F;I.U.T de Metz - Université de Lorraine;57463;Metz;57045;Nancy-Metz;38;Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation;I.U.T;52;DUT - Service;1540;Gestion des entreprises et des administrations - en apprentissage;540;
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1464;Tourisme - en apprentissage;464;3113342621
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1458;Services informatiques aux organisations - en apprentissage;458;3113260921
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0572728F;0572728F;CFA Robert SCHUMAN;;0572728F;CFA Robert SCHUMAN;57463;Metz;57074;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0570175F;0570175F;I.U.T de Metz - Université de Lorraine;;0570175F;I.U.T de Metz - Université de Lorraine;57463;Metz;57045;Nancy-Metz;38;Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation;I.U.T;51;DUT - Production;1530;Génie mécanique et productique - en apprentissage;530;
0572820F;0572820F;CFA BATIMENT AFO-BTP;;0572820F;CFA BATIMENT AFO-BTP;57480;Montigny-lès-Metz;57950;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1389;Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;389;3112501121
0572820F;0572820F;CFA BATIMENT AFO-BTP;;0572820F;CFA BATIMENT AFO-BTP;57480;Montigny-lès-Metz;57950;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1418;Travaux publics - en apprentissage;418;3112310721
0572820F;0572820F;CFA BATIMENT AFO-BTP;;0572820F;CFA BATIMENT AFO-BTP;57480;Montigny-lès-Metz;57950;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1395;Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;395;3112270921
0572820F;0572820F;CFA BATIMENT AFO-BTP;;0572820F;CFA BATIMENT AFO-BTP;57480;Montigny-lès-Metz;57950;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1627;Technicien en énergies renouvelables (option thermique) - en apprentissage;627;2532270411
0572820F;0572820F;CFA BATIMENT AFO-BTP;;0572820F;CFA BATIMENT AFO-BTP;57480;Montigny-lès-Metz;57950;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11411;Etude et réalisation d'agencement - en apprentissage;10411;3112330521
0572820F;0572820F;CFA BATIMENT AFO-BTP;;0572820F;CFA BATIMENT AFO-BTP;57480;Montigny-lès-Metz;57950;Nancy-Metz;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1416;Bâtiment - en apprentissage;416;3112301221
0801996K;0801996K;CFPPA d'AMIENS-PARACLET;;0801996K;CFPPA d'AMIENS-PARACLET;80213;Cottenchy;80440;Amiens;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1651;Agronomie : Productions végétales - en apprentissage;651;3712111321
0801996K;0801996K;CFPPA d'AMIENS-PARACLET;;0801996K;CFPPA d'AMIENS-PARACLET;80213;Cottenchy;80440;Amiens;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1648;Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;648;3712101421
0801743K;0801743K;Lycée Montalembert;;0801743K;Lycée Montalembert;80253;Doullens;80600;Amiens;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1443;Assurance - en apprentissage;443;3113131121
0801743K;0801743K;Lycée Montalembert;;0801743K;Lycée Montalembert;80253;Doullens;80600;Amiens;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1442;Professions immobilières - en apprentissage;442;3113130921
0850076W;0850076W;CFA E.C. VENDEE - Lycée Jean XXIII;;0850076W;CFA E.C. VENDEE - Lycée Jean XXIII;85109;Les Herbiers;85505;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0850076W;0850076W;CFA E.C. VENDEE - Lycée Jean XXIII;;0850076W;CFA E.C. VENDEE - Lycée Jean XXIII;85109;Les Herbiers;85505;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0851252Z;0851252Z;MFR-IREO Les Herbiers;;0851252Z;MFR-IREO Les Herbiers;85109;Les Herbiers;85500;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1649;productions animales - en apprentissage;649;3712120521
0851400K;0851400K;GRETA-CFA DE VENDEE - Lycée Jean Monnet;;0851400K;GRETA-CFA DE VENDEE - Lycée Jean Monnet;85109;Les Herbiers;85501;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11402;Enveloppe des bâtiments : conception et réalisation - en apprentissage;10402;3112320521
0851252Z;0851252Z;MFR-IREO Les Herbiers;;0851252Z;MFR-IREO Les Herbiers;85109;Les Herbiers;85500;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1648;Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;648;3712101421
0850076W;0850076W;CFA E.C. VENDEE - Lycée Jean XXIII;;0850076W;CFA E.C. VENDEE - Lycée Jean XXIII;85109;Les Herbiers;85505;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0851253A;0851253A;CFA des MFR 85 - site de Saint Florent Rives de l'Yon;;0851253A;CFA des MFR 85 - site de Saint Florent Rives de l'Yon;85213;Rives de l'Yon;85310;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1644;Technico-commercial (BTSA) - en apprentissage;644;3712101321
0851227X;0851227X;CFA des MFR 85-Mouilleron Saint-Germain;;0851227X;CFA des MFR 85-Mouilleron Saint-Germain;85154;Mouilleron-Saint-Germain;85390;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1640;génie des équipements agricoles - en apprentissage;640;3712100721
0851637T;0851637T;ADAMSSE CFA - Sup Social;;0851637T;ADAMSSE CFA - Sup Social;85191;La Roche-sur-Yon;85015;Nantes;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561003;D.E Educateur Spécialisé - en apprentissage;560003;4413320231
0850130E;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;85191;La Roche-sur-Yon;85035;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11422;Management en hôtellerie restauration - en apprentissage;10422;3113342221
0850025R;0850025R;GRETA-CFA DE VENDEE - LGT Pierre Mendès France;;0850025R;GRETA-CFA DE VENDEE - LGT Pierre Mendès France;85191;La Roche-sur-Yon;85021;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0850028U;0850028U;GRETA-CFA DE VENDEE - LP Branly;;0850028U;GRETA-CFA DE VENDEE - LP Branly;85191;La Roche-sur-Yon;85006;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;12425;Management opérationnel de la sécurité - en apprentissage;11425;
0851412Y;0851412Y;BTP CFA Vendée - AFORBAT 85;;0851412Y;BTP CFA Vendée - AFORBAT 85;85191;La Roche-sur-Yon;85001;Nantes;36;Ministère du Travail;Lycée à classe postbac;62;Mention complémentaire;1629;Technicien en énergies renouvelables (option énergie électrique) - en apprentissage;629;2532270511
0851372E;0851372E;CFA du lycée agricole Nature La Roche sur Yon;;0851372E;CFA du lycée agricole Nature La Roche sur Yon;85191;La Roche-sur-Yon;85035;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481008;Conduite d'un élevage ovin viande - en apprentissage;480008;
0851642Y;0851642Y;CFA E.C. VENDEE - LGT Saint-François d'Assise;;0851642Y;CFA E.C. VENDEE - LGT Saint-François d'Assise;85191;La Roche-sur-Yon;85007;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1407;Techniques physiques pour l'industrie et le laboratoire - en apprentissage;407;3112200221
0850609A;0850609A;CFA de l'ESA site des Etablières;;0850609A;CFA de l'ESA site des Etablières;85191;La Roche-sur-Yon;85015;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1649;productions animales - en apprentissage;649;3712120521
0850130E;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;85191;La Roche-sur-Yon;85035;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0850609A;0850609A;CFA de l'ESA site des Etablières;;0850609A;CFA de l'ESA site des Etablières;85191;La Roche-sur-Yon;85015;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1659;Gestion et maitrise de l'eau - en apprentissage;659;3713430221
0850130E;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;85191;La Roche-sur-Yon;85035;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1472;Technico-commercial (BTS) - en apprentissage;472;3112000821
0851592U;0851592U;CFAI AFPI Pays de la Loire / Pôle Formation PDL-UIMM - La Roche S/Yon;;0851592U;CFAI AFPI Pays de la Loire / Pôle Formation PDL-UIMM - La Roche S/Yon;85191;La Roche-sur-Yon;85000;Nantes;36;Ministère du Travail;Lycée à classe postbac;42;BTS - Production;1402;Conception de produits industriels - en apprentissage;402;3112000921
0851664X;0851664X;CFA AGRILIA-CDA de Vendée;;0851664X;CFA AGRILIA-CDA de Vendée;85191;La Roche-sur-Yon;85015;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1648;Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;648;3712101421
0850153E;0850153E;CFA URMA 85;;0850153E;CFA URMA 85;85191;La Roche-sur-Yon;85000;Nantes;36;Ministère du Travail;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0850027T;0850027T;GRETA-CFA DE VENDEE - Lycée Rosa Parks;;0850027T;GRETA-CFA DE VENDEE - Lycée Rosa Parks;85191;La Roche-sur-Yon;85020;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1416;Bâtiment - en apprentissage;416;3112301221
0850609A;0850609A;CFA de l'ESA site des Etablières;;0850609A;CFA de l'ESA site des Etablières;85191;La Roche-sur-Yon;85015;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1651;Agronomie : Productions végétales - en apprentissage;651;3712111321
0850130E;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;85191;La Roche-sur-Yon;85035;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0850130E;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;;0850130E;CFA E.C. VENDEE - Lycée Notre Dame du Roc;85191;La Roche-sur-Yon;85035;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1458;Services informatiques aux organisations - en apprentissage;458;3113260921
0851412Y;0851412Y;BTP CFA Vendée - AFORBAT 85;;0851412Y;BTP CFA Vendée - AFORBAT 85;85191;La Roche-sur-Yon;85001;Nantes;36;Ministère du Travail;Lycée à classe postbac;62;Mention complémentaire;1627;Technicien en énergies renouvelables (option thermique) - en apprentissage;627;2532270411
0850153E;0850153E;CFA URMA 85;;0850153E;CFA URMA 85;85191;La Roche-sur-Yon;85000;Nantes;36;Ministère du Travail;Lycée à classe postbac;43;BTS - Services;1442;Professions immobilières - en apprentissage;442;3113130921
0850027T;0850027T;GRETA-CFA DE VENDEE - Lycée Rosa Parks;;0850027T;GRETA-CFA DE VENDEE - Lycée Rosa Parks;85191;La Roche-sur-Yon;85020;Nantes;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11410;Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;10410;3112231621
